,0
564,DL[i+1] & V0[i] & V1[i+1] & V1[i] & ~DL[i-1] & ~DL[i]
565,V1[i+1] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V1[i-1]
566,DL[i] & V1[i-1] & ~V0[i+1] & ~V0[i-1]
567,~DL[i+1] & ~V0[i] & ~V1[i+1] & ~V1[i]
568,DL[i+1] & DL[i] & V0[i+1] & V0[i] & ~DL[i-1] & ~V1[i-1]
569,V1[i] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i] & ~V1[i+1]
570,DL[i+1] & V0[i+1] & V1[i+1] & ~V0[i-1] & ~V1[i]
571,DL[i+1] & DL[i] & V0[i+1] & V0[i] & V1[i+1] & ~DL[i-1] & ~V1[i]
572,V0[i+1] & V1[i-1] & ~V0[i-1] & ~V1[i+1] & ~V1[i]
573,DL[i-1] & V0[i-1] & V1[i+1] & V1[i-1] & V1[i] & ~DL[i] & ~V0[i+1] & ~V0[i]
574,DL[i-1] & V0[i+1] & V0[i-1] & V1[i] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1]
575,DL[i+1] & V0[i+1] & V1[i-1] & V1[i] & ~V0[i-1]
576,DL[i] & V0[i+1] & V0[i] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
577,DL[i] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i-1]
578,DL[i+1] & DL[i-1] & V0[i+1] & V0[i-1] & ~DL[i] & ~V1[i-1] & ~V1[i]
579,DL[i-1] & V1[i+1] & V1[i-1] & ~DL[i] & ~V0[i-1]
580,DL[i+1] & V0[i-1] & V1[i-1] & ~V1[i+1] & ~V1[i]
581,DL[i-1] & V0[i+1] & V1[i+1] & ~DL[i+1] & ~DL[i]
582,DL[i+1] & DL[i-1] & V0[i-1] & V1[i+1] & V1[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i]
583,~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i]
584,V0[i+1] & V0[i-1] & V0[i] & ~DL[i+1] & ~V1[i-1]
585,DL[i-1] & V0[i-1] & V0[i] & V1[i] & ~V1[i-1]
586,V0[i] & V1[i-1] & ~V0[i+1] & ~V0[i-1]
587,DL[i+1] & V0[i+1] & V0[i-1] & ~DL[i-1] & ~DL[i] & ~V1[i+1]
588,V1[i+1] & ~DL[i+1] & ~DL[i-1] & ~V0[i]
589,V0[i+1] & V0[i-1] & V0[i] & V1[i+1] & V1[i-1] & V1[i] & ~DL[i+1]
590,DL[i-1] & V0[i-1] & V1[i+1] & ~V0[i+1] & ~V1[i-1]
591,V0[i-1] & ~DL[i+1] & ~V0[i+1] & ~V1[i+1] & ~V1[i-1]
592,DL[i-1] & V0[i+1] & V0[i-1] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
593,V0[i+1] & V1[i-1] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i]
594,DL[i] & V1[i+1] & ~DL[i+1] & ~V0[i+1]
595,DL[i-1] & V0[i+1] & V0[i-1] & V0[i] & V1[i] & ~V1[i+1] & ~V1[i-1]
596,V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i-1] & ~V1[i+1]
597,V0[i] & V1[i+1] & V1[i-1] & V1[i] & ~V0[i-1]
598,V0[i-1] & V0[i] & V1[i+1] & V1[i-1] & V1[i]
599,DL[i] & V1[i+1] & ~DL[i+1] & ~V0[i+1] & ~V0[i-1]
600,DL[i-1] & ~DL[i+1] & ~V0[i+1] & ~V0[i] & ~V1[i+1] & ~V1[i-1]
601,DL[i+1] & DL[i-1] & V0[i+1] & V0[i-1] & ~DL[i] & ~V1[i-1]
602,V1[i-1] & V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i-1]
603,DL[i] & V0[i+1] & V0[i-1] & V1[i+1] & V1[i-1] & ~DL[i+1]
604,DL[i+1] & DL[i] & ~V0[i-1] & ~V0[i]
605,DL[i+1] & V0[i] & ~V1[i+1] & ~V1[i]
606,V0[i+1] & V0[i-1] & V0[i] & ~V1[i+1] & ~V1[i]
607,DL[i+1] & V1[i+1] & V1[i-1] & ~DL[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i]
608,V0[i+1] & V0[i] & V1[i+1] & ~DL[i+1] & ~DL[i-1] & ~V0[i-1]
609,V0[i+1] & V1[i+1] & ~V0[i-1] & ~V1[i-1] & ~V1[i]
610,DL[i+1] & V0[i-1] & V1[i] & ~V0[i+1] & ~V0[i] & ~V1[i-1]
611,V0[i+1] & V0[i] & V1[i] & ~DL[i+1] & ~DL[i-1]
612,DL[i+1] & V0[i-1] & ~V0[i+1] & ~V1[i+1] & ~V1[i-1]
613,DL[i] & V0[i] & ~DL[i+1] & ~V1[i]
614,V1[i+1] & V1[i] & ~DL[i+1] & ~V0[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i-1]
615,V1[i+1] & ~DL[i+1] & ~V0[i+1] & ~V0[i]
616,DL[i] & V0[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i-1] & ~V1[i+1] & ~V1[i]
617,V0[i] & ~DL[i+1] & ~V1[i+1] & ~V1[i]
618,DL[i-1] & DL[i] & V0[i+1] & V0[i-1] & V0[i] & V1[i-1] & V1[i] & ~V1[i+1]
619,V0[i-1] & V0[i] & ~DL[i+1] & ~V0[i+1] & ~V1[i-1]
620,DL[i+1] & V0[i+1] & V1[i-1] & V1[i] & ~V0[i] & ~V1[i+1]
621,DL[i-1] & V0[i+1] & V0[i-1] & ~DL[i+1] & ~DL[i] & ~V1[i+1] & ~V1[i-1]
622,DL[i+1] & V0[i+1] & V0[i] & V1[i+1] & ~DL[i-1] & ~DL[i]
623,DL[i+1] & DL[i] & V0[i+1] & V1[i] & ~DL[i-1] & ~V0[i]
624,V1[i+1] & ~DL[i+1] & ~V0[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i]
625,V1[i+1] & V1[i-1] & ~V0[i+1] & ~V0[i-1]
626,DL[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V1[i+1]
627,DL[i+1] & V1[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i+1]
628,DL[i+1] & DL[i] & V1[i+1] & V1[i] & ~DL[i-1] & ~V1[i-1]
629,V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V1[i-1]
630,DL[i+1] & V0[i+1] & V1[i+1] & ~V0[i] & ~V1[i]
631,DL[i+1] & V0[i+1] & V1[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i-1] & ~V1[i]
632,V0[i+1] & V1[i-1] & ~DL[i+1] & ~DL[i-1] & ~V0[i-1] & ~V1[i+1]
633,V0[i+1] & V1[i+1] & V1[i-1] & ~DL[i] & ~V0[i-1]
634,DL[i-1] & V1[i+1] & V1[i] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i-1]
635,DL[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i+1]
636,DL[i] & V0[i+1] & V0[i-1] & V0[i] & ~DL[i+1] & ~DL[i-1] & ~V1[i+1]
637,DL[i+1] & V0[i-1] & V0[i] & V1[i+1] & ~V1[i-1]
638,V0[i-1] & V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i] & ~V1[i-1]
639,V0[i+1] & V1[i+1] & V1[i] & ~DL[i+1] & ~V0[i-1]
640,DL[i-1] & V0[i+1] & V0[i-1] & V0[i] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
641,DL[i+1] & ~V0[i+1] & ~V0[i] & ~V1[i+1] & ~V1[i]
642,DL[i+1] & V1[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i-1]
643,V0[i-1] & V1[i+1] & ~DL[i+1] & ~DL[i] & ~V1[i-1]
644,DL[i] & V0[i-1] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1]
645,DL[i+1] & V0[i+1] & V1[i+1] & ~DL[i-1] & ~V1[i]
646,DL[i] & V1[i+1] & V1[i-1] & ~V0[i+1] & ~V0[i]
647,V1[i+1] & ~DL[i+1] & ~V0[i-1] & ~V1[i-1]
648,DL[i+1] & V0[i+1] & V1[i+1] & ~DL[i-1] & ~DL[i]
649,V0[i+1] & ~DL[i+1] & ~DL[i-1] & ~V0[i] & ~V1[i]
650,V0[i-1] & ~V0[i+1] & ~V0[i] & ~V1[i-1] & ~V1[i]
651,DL[i] & V0[i-1] & V0[i] & ~DL[i+1] & ~V1[i-1]
652,V1[i-1] & ~DL[i+1] & ~V0[i+1] & ~V0[i-1] & ~V1[i+1]
653,DL[i] & V0[i+1] & V1[i] & ~DL[i+1] & ~V0[i] & ~V1[i+1] & ~V1[i-1]
654,V0[i-1] & V1[i-1] & ~DL[i+1] & ~V0[i]
655,V0[i+1] & V0[i-1] & ~V0[i] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
656,V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i] & ~V1[i+1]
657,V0[i+1] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V1[i+1] & ~V1[i-1]
658,DL[i] & V1[i+1] & ~DL[i+1] & ~V0[i+1] & ~V0[i]
659,V1[i-1] & ~DL[i+1] & ~DL[i-1] & ~V0[i+1] & ~V0[i] & ~V1[i+1]
660,DL[i+1] & DL[i-1] & V0[i+1] & V0[i-1] & ~V1[i-1] & ~V1[i]
661,V1[i-1] & V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i]
662,V0[i-1] & V0[i] & V1[i+1] & V1[i-1] & V1[i] & ~DL[i-1]
663,DL[i+1] & V0[i-1] & V0[i] & V1[i-1] & ~V1[i]
664,DL[i] & V0[i-1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
665,V0[i+1] & V0[i] & V1[i+1] & ~DL[i+1] & ~DL[i-1] & ~V1[i-1]
666,DL[i-1] & V0[i-1] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i]
667,DL[i+1] & V0[i] & V1[i-1] & ~V0[i+1] & ~V0[i-1] & ~V1[i]
668,V0[i+1] & V0[i] & V1[i] & ~DL[i+1] & ~V0[i-1]
669,DL[i-1] & V0[i-1] & ~V1[i-1] & ~V1[i]
670,DL[i+1] & V1[i-1] & ~V0[i+1] & ~V0[i-1] & ~V1[i+1]
671,DL[i] & V0[i] & ~DL[i-1] & ~V1[i]
672,DL[i+1] & DL[i] & V0[i+1] & V1[i] & ~DL[i-1] & ~V0[i-1] & ~V0[i] & ~V1[i+1]
673,DL[i-1] & V0[i-1] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1]
674,DL[i] & V0[i] & V1[i+1] & ~DL[i+1] & ~V0[i+1] & ~V0[i-1] & ~V1[i]
675,DL[i] & V0[i+1] & V0[i] & ~V1[i+1] & ~V1[i]
676,V0[i-1] & V1[i-1] & ~DL[i+1] & ~DL[i-1] & ~V0[i+1]
677,DL[i-1] & V0[i+1] & V0[i-1] & V1[i-1] & ~DL[i] & ~V1[i+1] & ~V1[i]
678,DL[i-1] & V0[i+1] & V0[i-1] & V1[i+1] & ~DL[i+1] & ~V1[i-1]
679,DL[i] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~V0[i]
680,DL[i+1] & V0[i+1] & V1[i] & ~DL[i-1] & ~V0[i] & ~V1[i+1]
681,DL[i-1] & V1[i+1] & V1[i] & ~DL[i+1] & ~V0[i]
682,DL[i+1] & V0[i+1] & V0[i] & V1[i+1] & ~DL[i-1] & ~V0[i-1]
683,DL[i+1] & DL[i] & V0[i] & V1[i+1] & ~DL[i-1] & ~V1[i]
684,DL[i+1] & V1[i-1] & ~DL[i] & ~V0[i+1] & ~V1[i]
685,V0[i+1] & V0[i] & V1[i] & ~DL[i] & ~V0[i-1] & ~V1[i+1] & ~V1[i-1]
686,V0[i-1] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i+1]
687,V1[i+1] & V1[i-1] & ~V0[i-1] & ~V0[i]
688,V0[i+1] & V0[i-1] & V0[i] & V1[i] & ~V1[i-1]
689,V0[i-1] & ~DL[i+1] & ~V0[i] & ~V1[i-1] & ~V1[i]
690,DL[i+1] & V1[i+1] & ~DL[i-1] & ~V0[i+1] & ~V0[i]
691,V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i-1] & ~V1[i+1] & ~V1[i-1]
692,DL[i+1] & V0[i-1] & V1[i+1] & V1[i] & ~V1[i-1]
693,V0[i-1] & V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i] & ~V1[i+1] & ~V1[i-1]
694,V0[i+1] & V1[i+1] & V1[i] & ~DL[i+1] & ~V1[i-1]
695,DL[i+1] & V0[i+1] & V0[i-1] & ~DL[i-1] & ~DL[i] & ~V1[i+1] & ~V1[i]
696,V0[i-1] & V1[i+1] & V1[i-1] & ~DL[i-1] & ~V0[i] & ~V1[i]
697,DL[i+1] & V1[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V1[i-1] & ~V1[i]
698,V1[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i+1] & ~V0[i-1]
699,V0[i+1] & V0[i-1] & ~DL[i+1] & ~V1[i-1] & ~V1[i]
700,DL[i] & V1[i+1] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
701,V0[i-1] & V1[i-1] & ~V0[i+1] & ~V0[i] & ~V1[i]
702,V1[i] & ~DL[i+1] & ~DL[i-1] & ~V0[i]
703,DL[i+1] & V0[i] & V1[i] & ~V0[i+1] & ~V0[i-1] & ~V1[i-1]
704,V0[i-1] & ~V0[i] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
705,DL[i-1] & V1[i-1] & ~DL[i+1] & ~V0[i-1] & ~V1[i+1]
706,V1[i-1] & ~DL[i] & ~V0[i-1] & ~V0[i] & ~V1[i]
707,V1[i] & ~DL[i+1] & ~V0[i-1] & ~V1[i-1]
708,DL[i+1] & V0[i+1] & V0[i] & V1[i] & ~DL[i-1] & ~DL[i] & ~V1[i-1]
709,DL[i-1] & V0[i+1] & V0[i-1] & V1[i] & ~V1[i+1] & ~V1[i-1]
710,V0[i+1] & ~DL[i+1] & ~DL[i-1] & ~V0[i-1] & ~V1[i+1] & ~V1[i-1]
711,DL[i+1] & V0[i+1] & ~DL[i-1] & ~DL[i]
712,DL[i] & V1[i-1] & ~DL[i+1] & ~V0[i-1] & ~V0[i]
713,DL[i-1] & V0[i+1] & V0[i-1] & V0[i] & ~V1[i+1] & ~V1[i-1]
714,V1[i-1] & V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i-1] & ~V0[i]
715,DL[i] & V0[i-1] & V0[i] & V1[i-1] & ~V1[i]
716,V0[i+1] & V1[i+1] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~V1[i-1]
717,DL[i] & V0[i+1] & V1[i+1] & V1[i] & ~DL[i-1] & ~V0[i]
718,DL[i+1] & V1[i-1] & V1[i] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
719,V0[i-1] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~DL[i]
720,V0[i+1] & V0[i-1] & ~V1[i-1] & ~V1[i]
721,DL[i-1] & V0[i-1] & V0[i] & V1[i+1] & ~DL[i+1] & ~V1[i-1]
722,DL[i] & V0[i] & ~V0[i-1] & ~V1[i]
723,V0[i-1] & V1[i+1] & ~DL[i+1] & ~V0[i+1] & ~V1[i-1]
724,DL[i] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i+1] & ~V0[i-1] & ~V1[i]
725,V0[i-1] & V0[i] & V1[i-1] & ~DL[i+1] & ~V1[i]
726,V0[i-1] & V1[i-1] & ~DL[i+1] & ~DL[i-1] & ~V1[i+1]
727,DL[i] & V0[i] & V1[i-1] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~V1[i+1]
728,V0[i] & ~DL[i+1] & ~V0[i+1] & ~V1[i+1] & ~V1[i-1]
729,V1[i+1] & ~DL[i+1] & ~DL[i-1] & ~V1[i-1] & ~V1[i]
730,DL[i-1] & DL[i] & V1[i-1] & ~V0[i+1] & ~V0[i-1] & ~V1[i+1]
731,DL[i] & V0[i] & V1[i] & ~DL[i+1] & ~DL[i-1]
732,DL[i+1] & V0[i+1] & V0[i] & V1[i+1] & ~DL[i] & ~V0[i-1]
733,DL[i+1] & DL[i] & V1[i+1] & V1[i] & ~DL[i-1] & ~V0[i]
734,V0[i] & V1[i+1] & V1[i] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V1[i-1]
735,V1[i-1] & V1[i] & ~V0[i+1] & ~V0[i-1]
736,V0[i+1] & V0[i] & V1[i-1] & V1[i] & ~V0[i-1]
737,DL[i-1] & V0[i+1] & V0[i-1] & V1[i-1] & V1[i] & ~DL[i] & ~V0[i] & ~V1[i+1]
738,V0[i-1] & ~DL[i+1] & ~DL[i] & ~V1[i+1]
739,DL[i+1] & V0[i] & V1[i+1] & V1[i-1] & ~V0[i-1]
740,DL[i-1] & V0[i+1] & V0[i-1] & V0[i] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
741,DL[i-1] & DL[i] & V1[i+1] & V1[i-1] & V1[i] & ~V0[i-1]
742,DL[i-1] & V0[i-1] & ~DL[i+1] & ~DL[i] & ~V1[i-1]
743,DL[i+1] & V0[i+1] & V0[i-1] & ~DL[i] & ~V0[i] & ~V1[i+1] & ~V1[i]
744,DL[i-1] & V1[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i-1]
745,V0[i-1] & V1[i-1] & ~DL[i-1] & ~V0[i+1] & ~V0[i] & ~V1[i]
746,DL[i-1] & V0[i+1] & V0[i-1] & V1[i-1] & ~DL[i] & ~V0[i] & ~V1[i+1] & ~V1[i]
747,V1[i+1] & V1[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i-1]
748,V0[i-1] & V0[i] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1]
749,V0[i-1] & V1[i-1] & ~V0[i] & ~V1[i+1] & ~V1[i]
750,V1[i] & ~DL[i+1] & ~V0[i+1] & ~V0[i]
751,DL[i+1] & V0[i] & V1[i] & ~DL[i-1] & ~DL[i]
752,DL[i+1] & V0[i] & V1[i] & ~V0[i-1] & ~V1[i+1] & ~V1[i-1]
753,V1[i-1] & ~V0[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i]
754,DL[i] & V0[i+1] & ~DL[i+1] & ~V1[i+1] & ~V1[i]
755,V0[i+1] & V0[i-1] & V1[i+1] & ~V0[i] & ~V1[i-1] & ~V1[i]
756,V0[i+1] & V0[i-1] & V1[i-1] & ~DL[i+1] & ~V1[i+1]
757,V0[i+1] & V0[i-1] & V0[i] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~V1[i+1]
758,V0[i-1] & ~DL[i+1] & ~V0[i] & ~V1[i+1] & ~V1[i-1]
759,DL[i-1] & V0[i+1] & V0[i-1] & V0[i] & V1[i] & ~V1[i-1]
760,V0[i+1] & ~DL[i+1] & ~V0[i-1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
761,DL[i+1] & V0[i+1] & ~DL[i-1] & ~V1[i+1]
762,DL[i] & V1[i] & ~DL[i+1] & ~V0[i-1] & ~V0[i]
763,V0[i-1] & ~DL[i+1] & ~DL[i] & ~V1[i-1] & ~V1[i]
764,V1[i-1] & V1[i] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
765,V0[i] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~V0[i+1]
766,DL[i+1] & DL[i] & V0[i+1] & V1[i] & ~V0[i-1]
767,DL[i-1] & DL[i] & V0[i+1] & V0[i-1] & ~V1[i+1] & ~V1[i-1]
768,DL[i] & V0[i+1] & V0[i] & V1[i+1] & ~DL[i+1] & ~DL[i-1] & ~V1[i]
769,DL[i] & V0[i-1] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i]
770,DL[i+1] & DL[i-1] & DL[i] & V0[i-1] & V0[i] & ~V1[i-1] & ~V1[i]
771,V0[i] & V1[i+1] & V1[i] & ~DL[i+1] & ~DL[i-1]
772,V0[i-1] & V0[i] & ~V1[i+1] & ~V1[i-1]
773,DL[i-1] & V0[i-1] & V1[i+1] & V1[i] & ~DL[i+1] & ~V1[i-1]
774,V0[i-1] & V1[i-1] & ~DL[i+1] & ~V1[i]
775,DL[i] & V0[i] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~DL[i-1] & ~V0[i+1] & ~V0[i-1]
776,DL[i-1] & V0[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i] & ~V1[i-1]
777,DL[i] & V0[i+1] & V1[i] & ~DL[i-1] & ~V0[i-1] & ~V0[i] & ~V1[i-1]
778,V0[i+1] & V0[i] & V1[i] & ~DL[i-1] & ~V1[i+1]
779,DL[i+1] & V0[i+1] & V1[i+1] & V1[i] & ~DL[i-1] & ~DL[i]
780,DL[i+1] & V0[i+1] & V0[i] & V1[i+1] & ~DL[i-1] & ~V1[i-1]
781,V0[i+1] & ~DL[i-1] & ~V0[i-1] & ~V0[i] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
782,V1[i-1] & V1[i] & ~V0[i-1] & ~V0[i]
783,V0[i+1] & V1[i] & ~DL[i] & ~V0[i-1] & ~V0[i] & ~V1[i+1] & ~V1[i-1]
784,DL[i-1] & V0[i-1] & V0[i] & V1[i-1] & V1[i] & ~DL[i+1]
785,DL[i-1] & V0[i+1] & V0[i-1] & V1[i+1] & ~DL[i] & ~V1[i-1]
786,V0[i-1] & ~DL[i+1] & ~V0[i+1] & ~V0[i]
787,DL[i+1] & V1[i+1] & V1[i-1] & V1[i] & ~V0[i-1]
788,DL[i] & V0[i] & V1[i+1] & ~DL[i+1] & ~DL[i-1] & ~V0[i+1] & ~V1[i-1] & ~V1[i]
789,DL[i-1] & V0[i+1] & V0[i-1] & V1[i+1] & V1[i] & ~V1[i-1]
790,DL[i-1] & V0[i+1] & V0[i-1] & ~DL[i] & ~V0[i] & ~V1[i-1] & ~V1[i]
791,V1[i+1] & V1[i-1] & ~DL[i] & ~V0[i-1] & ~V0[i]
792,V0[i-1] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
793,V1[i+1] & ~DL[i+1] & ~DL[i-1] & ~V0[i+1] & ~V0[i-1]
794,DL[i] & V0[i-1] & V1[i-1] & ~DL[i+1] & ~DL[i-1]
795,DL[i+1] & V0[i] & V1[i] & ~DL[i-1] & ~V0[i+1]
796,~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i] & ~V1[i]
797,V1[i-1] & ~V0[i-1] & ~V0[i] & ~V1[i+1] & ~V1[i]
798,DL[i] & V0[i-1] & ~DL[i+1] & ~V1[i-1] & ~V1[i]
799,~DL[i+1] & ~V0[i+1] & ~V0[i] & ~V1[i+1] & ~V1[i]
800,V0[i-1] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i+1]
801,V0[i+1] & ~DL[i+1] & ~DL[i] & ~V0[i] & ~V1[i+1] & ~V1[i]
802,V1[i-1] & ~DL[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i+1]
803,DL[i-1] & V0[i+1] & V0[i] & V1[i-1] & V1[i] & ~V0[i-1]
804,V0[i] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V1[i+1] & ~V1[i]
805,DL[i+1] & V0[i+1] & ~DL[i] & ~V1[i+1]
806,DL[i] & V0[i+1] & V1[i-1] & V1[i] & ~V0[i] & ~V1[i+1]
807,V0[i-1] & ~DL[i] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
808,DL[i+1] & DL[i-1] & V1[i+1] & V1[i] & ~DL[i] & ~V0[i+1] & ~V0[i-1]
809,V0[i] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~V1[i-1]
810,DL[i+1] & DL[i] & ~DL[i-1] & ~V0[i] & ~V1[i-1]
811,DL[i-1] & V0[i+1] & V0[i] & V1[i-1] & ~V1[i+1] & ~V1[i]
812,V0[i+1] & V0[i] & V1[i] & ~DL[i-1] & ~DL[i]
813,DL[i] & V0[i+1] & V1[i+1] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~V0[i-1]
814,DL[i] & V0[i-1] & V1[i-1] & V1[i] & ~V0[i] & ~V1[i+1]
815,DL[i-1] & DL[i] & V0[i-1] & V0[i] & V1[i+1] & ~V0[i+1] & ~V1[i-1] & ~V1[i]
816,V0[i] & V1[i+1] & V1[i] & ~DL[i+1] & ~V0[i-1]
817,DL[i+1] & DL[i-1] & V0[i+1] & V1[i-1] & ~V1[i+1]
818,DL[i-1] & V0[i-1] & V1[i+1] & ~DL[i+1] & ~DL[i] & ~V1[i-1]
819,DL[i] & ~DL[i+1] & ~DL[i-1] & ~V0[i+1]
820,DL[i] & V1[i+1] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i+1]
821,V0[i+1] & V0[i] & V1[i-1] & ~DL[i+1] & ~DL[i-1] & ~V0[i-1] & ~V1[i+1] & ~V1[i]
822,DL[i] & V0[i+1] & ~DL[i+1] & ~DL[i-1] & ~V0[i]
823,DL[i-1] & V0[i-1] & ~DL[i+1] & ~DL[i] & ~V1[i-1] & ~V1[i]
824,DL[i] & V0[i+1] & V0[i-1] & V1[i-1] & V1[i] & ~DL[i-1] & ~V0[i] & ~V1[i+1]
825,V0[i+1] & V1[i+1] & V1[i] & ~DL[i+1] & ~DL[i-1]
826,DL[i+1] & V0[i+1] & V1[i+1] & V1[i] & ~DL[i-1] & ~V0[i-1]
827,DL[i+1] & V0[i+1] & V1[i+1] & V1[i] & ~DL[i-1] & ~V1[i-1]
828,V0[i+1] & ~DL[i] & ~V0[i-1] & ~V0[i] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
829,V1[i-1] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
830,V1[i-1] & ~DL[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i]
831,DL[i-1] & V0[i-1] & V0[i] & V1[i-1] & V1[i] & ~V1[i+1]
832,V1[i] & ~DL[i+1] & ~V0[i] & ~V1[i-1]
833,V0[i-1] & ~DL[i+1] & ~V0[i] & ~V1[i+1]
834,DL[i] & V1[i] & ~DL[i-1] & ~V0[i+1] & ~V1[i+1]
835,DL[i-1] & V0[i+1] & V1[i+1] & ~DL[i+1] & ~DL[i] & ~V0[i-1]
836,DL[i+1] & V0[i+1] & ~DL[i-1] & ~DL[i] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
837,V1[i-1] & V1[i] & ~DL[i] & ~V0[i+1] & ~V0[i-1]
838,DL[i-1] & V0[i+1] & V0[i-1] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1]
839,V0[i+1] & V1[i+1] & V1[i-1] & ~V0[i-1] & ~V1[i]
840,V1[i+1] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i-1]
841,V0[i-1] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i]
842,DL[i+1] & V1[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V1[i-1]
843,DL[i] & V0[i] & ~DL[i+1] & ~V0[i-1] & ~V1[i]
844,DL[i+1] & DL[i-1] & V0[i+1] & V1[i+1] & ~DL[i] & ~V0[i] & ~V1[i]
845,V0[i-1] & V1[i-1] & V1[i] & ~V0[i] & ~V1[i+1]
846,V0[i+1] & V0[i] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~V1[i+1] & ~V1[i-1]
847,V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i] & ~V1[i+1]
848,V0[i+1] & V0[i] & V1[i-1] & V1[i] & ~DL[i] & ~V0[i-1]
